index,title,random_sentence,url,categories
150,Saltus,"Historiquement, le saltus fut un élément indispensable du fonctionnement des systèmes polyculture-élevage.",fr.wikipedia.org/wiki/Saltus,"Catégorie:Communs paysagers, Catégorie:Histoire de l'agriculture, Catégorie:Portail:Agriculture et agronomie/Articles liés, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Italie/Articles liés, Catégorie:Portail:Monde antique/Articles liés, Catégorie:Portail:Rome antique/Articles liés, Catégorie:Projet:Biologie/Pages liées, Catégorie:Vie quotidienne sous la Rome antique, Catégorie:Wikipédia:ébauche agriculture"
151,HMLA-469,Il est sous le commandement du Marine Aircraft Group 39 (MAG-39) et de la 3rd Marine Aircraft Wing (3rd MAW).,fr.wikipedia.org/wiki/HMLA-469,"Catégorie:3rd Marine Aircraft Wing, Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article utilisant une Infobox, Catégorie:Helicopter squadron de l'United States Marine Corps, Catégorie:Portail:Amérique/Articles liés, Catégorie:Portail:Amérique du Nord/Articles liés, Catégorie:Portail:Aéronautique/Articles liés, Catégorie:Portail:Forces armées des États-Unis/Articles liés, Catégorie:Portail:Histoire militaire/Articles liés, Catégorie:Portail:Maritime/Articles liés, Catégorie:Portail:Technologies/Articles liés, Catégorie:Portail:Transports/Articles liés, Catégorie:Portail:États-Unis/Articles liés, Catégorie:Unité ou formation militaire créée en 2009, Catégorie:Wikipédia:ébauche Forces armées des États-Unis, Catégorie:Wikipédia:ébauche aéronautique"
152,Prix national de la photographie (Espagne),"Il récompense l'œuvre d'un photographe qui, par sa création artistique, a contribué à enrichir le patrimoine culturel espagnol.",fr.wikipedia.org/wiki/Prix_national_de_la_photographie_(Espagne),"Catégorie:Article avec une section vide ou incomplète, Catégorie:Article contenant un appel à traduction en espagnol, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Récompense, Catégorie:Photographie en Espagne, Catégorie:Portail:Arts/Articles liés, Catégorie:Portail:Espagne/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Photographie/Articles liés, Catégorie:Portail:Récompenses et distinctions/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Prix nationaux d'Espagne, Catégorie:Récompense en photographie"
153,Aléoute,"Pendant cette période, ces peuples parlaient le proto-eskimo-aléoute, qui s'est divisé aux alentours de 2 000 av.",fr.wikipedia.org/wiki/Al%C3%A9oute,"Catégorie:Article utilisant une Infobox, Catégorie:Borough des Aléoutiennes orientales, Catégorie:Inventaire de langues, Catégorie:Inventaire de langues amérindiennes, Catégorie:Langue amérindienne aux États-Unis, Catégorie:Langue amérindienne en Amérique du Nord, Catégorie:Langue en Alaska, Catégorie:Langue en Sibérie, Catégorie:Langue eskimo-aléoute, Catégorie:Langue officielle, Catégorie:Langue polysynthétique, Catégorie:Portail:Alaska/Articles liés, Catégorie:Portail:Amérique/Articles liés, Catégorie:Portail:Amérique du Nord/Articles liés, Catégorie:Portail:Arctique/Articles liés, Catégorie:Portail:Asie/Articles liés, Catégorie:Portail:Langues/Articles liés, Catégorie:Portail:Langues/Articles liés directement, Catégorie:Portail:Nord-Amérindiens/Articles liés, Catégorie:Portail:Russie/Articles liés, Catégorie:Portail:Sibérie/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:États-Unis/Articles liés, Catégorie:Région de recensement des Aléoutiennes occidentales, Catégorie:Wikipédia:ébauche Alaska, Catégorie:Wikipédia:ébauche Sibérie, Catégorie:Wikipédia:ébauche langue"
154,Centre technique de l'emballage et du conditionnement,Le PACKTEC offre des services techniques pour le compte de l’État tunisien et les entreprises d'emballage  :,fr.wikipedia.org/wiki/Centre_technique_de_l%27emballage_et_du_conditionnement,"Catégorie:Article manquant de références/Liste complète, Catégorie:Article manquant de références depuis juillet 2014, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Entreprise, Catégorie:Centre technique en Tunisie, Catégorie:Emballage, Catégorie:Portail:Afrique/Articles liés, Catégorie:Portail:Industrie/Articles liés, Catégorie:Portail:Maghreb/Articles liés, Catégorie:Portail:Monde arabe/Articles liés, Catégorie:Portail:Technologies/Articles liés, Catégorie:Portail:Tunisie/Articles liés, Catégorie:Portail:Économie/Articles liés, Catégorie:Wikipédia:ébauche Tunisie, Catégorie:Wikipédia:ébauche industrie"
155,Fertilité des sols,"espèces ingénieurs (vers de terre, termites…) qui modifient la structure du sol et la répartition des ressources",fr.wikipedia.org/wiki/Fertilit%C3%A9_des_sols,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Fertilité, Catégorie:Page avec un oldid invalide, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes, Catégorie:Page utilisant P1417, Catégorie:Page utilisant P3219, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Page utilisant une présentation en colonnes avec un nombre fixe de colonnes, Catégorie:Portail:Agriculture et agronomie/Articles liés, Catégorie:Portail:Biologie/Articles liés, Catégorie:Projet:Biologie/Pages liées, Catégorie:Wikipédia:ébauche agriculture"
156,Extensions de l'alphabet phonétique international,Les lettres API et extAPI régulières peuvent aussi être encerclé pour indiquer que leur identification est incertaine.,fr.wikipedia.org/wiki/Extensions_de_l%27alphabet_phon%C3%A9tique_international,"Catégorie:Alphabet phonétique international, Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article à mettre à jour, Catégorie:Page avec un oldid invalide, Catégorie:Page utilisant Lien pour un article existant, Catégorie:Portail:Langues/Articles liés, Catégorie:Portail:Linguistique/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Wikipédia:ébauche linguistique, Catégorie:Wikipédia:ébauche médecine, Catégorie:Wikipédia:ébauche psychologie"
157,Inga (langue),"(es) Carlos Enrique Pérez Orozco, « Alli kilkay, apuntes críticos acerca de la ortografía del inga », Forma y Función, vol.",fr.wikipedia.org/wiki/Inga_(langue),"Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Langue, Catégorie:Inventaire de langues, Catégorie:Langue en Colombie, Catégorie:Langue sérieusement en danger, Catégorie:Portail:Amérique/Articles liés, Catégorie:Portail:Amérique du Sud/Articles liés, Catégorie:Portail:Colombie/Articles liés, Catégorie:Portail:Langues/Articles liés, Catégorie:Portail:Langues/Articles liés directement, Catégorie:Portail:Société/Articles liés, Catégorie:Wikipédia:ébauche Colombie, Catégorie:Wikipédia:ébauche langue"
158,Tubatulabal,"Voegelin, 1958, Working Dictionary of Tübatulabal, International Journal of American Linguistics 24:3, p.",fr.wikipedia.org/wiki/Tubatulabal,"Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Langue, Catégorie:Inventaire de langues, Catégorie:Inventaire de langues amérindiennes, Catégorie:Langue amérindienne aux États-Unis, Catégorie:Langue amérindienne en Amérique du Nord, Catégorie:Langue en Californie, Catégorie:Langue en situation critique, Catégorie:Langue uto-aztèque du Nord, Catégorie:Portail:Amérique/Articles liés, Catégorie:Portail:Amérique du Nord/Articles liés, Catégorie:Portail:Californie/Articles liés, Catégorie:Portail:Langues/Articles liés, Catégorie:Portail:Langues/Articles liés directement, Catégorie:Portail:Nord-Amérindiens/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:États-Unis/Articles liés, Catégorie:Wikipédia:ébauche langue"
159,Henri Peyre,"Ouvrages français parus depuis la guerre (septembre 1939-septembre 1942), Columbia University Press, 1943, 108 p.",fr.wikipedia.org/wiki/Henri_Peyre,"Catégorie:Agrégé d'anglais, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte par défaut, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Biographie, Catégorie:Boursier Guggenheim, Catégorie:Docteur de l'université Yale, Catégorie:Docteur en littérature française, Catégorie:Docteur honoris causa de l'Université Laval, Catégorie:Docteur honoris causa de l'université de Miami, Catégorie:Décès en décembre 1988, Catégorie:Décès à 87 ans, Catégorie:Décès à Norwalk (Connecticut), Catégorie:Membre de l'Académie américaine des arts et des sciences, Catégorie:Membre de la Société américaine de philosophie, Catégorie:Naissance dans le 5e arrondissement de Paris, Catégorie:Naissance en février 1901, Catégorie:Officier de la Légion d'honneur (date non précisée), Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des bases relatives à la recherche, Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes, Catégorie:Page utilisant P106, Catégorie:Page utilisant P108, Catégorie:Page utilisant P166, Catégorie:Page utilisant P20, Catégorie:Page utilisant P27, Catégorie:Page utilisant P463, Catégorie:Page utilisant P485, Catégorie:Page utilisant P5459, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Page utilisant P69, Catégorie:Page utilisant P7902, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Langues/Articles liés, Catégorie:Portail:Linguistique/Articles liés, Catégorie:Portail:Littérature/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Professeur au collège Bryn Mawr, Catégorie:Professeur à l'université Yale, Catégorie:Professeur à l'université de la ville de New York, Catégorie:Romaniste américain, Catégorie:Romaniste français, Catégorie:Wikipédia:Article biographique, Catégorie:Wikipédia:ébauche linguistique, Catégorie:Élève de l'École normale supérieure, Catégorie:Étudiant de la faculté des lettres de Paris"
160,Nicolas Poppe,"(en) Nicholas Poppe, Introduction to Mongolian comparative studies, Helsinki, Suomalais-ugrilainen seura, 1955 (OCLC 58489225)",fr.wikipedia.org/wiki/Nicolas_Poppe,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article manquant de références/Liste complète, Catégorie:Article manquant de références depuis juillet 2015, Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte par défaut, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Biographie, Catégorie:Boursier Guggenheim, Catégorie:Décès en août 1991, Catégorie:Décès à 94 ans, Catégorie:Décès à Seattle, Catégorie:Linguiste russe, Catégorie:Linguiste soviétique, Catégorie:Mongoliste russe, Catégorie:Mongoliste soviétique, Catégorie:Naissance en juillet 1897, Catégorie:Naissance à Yantai, Catégorie:Orientaliste russe, Catégorie:Orientaliste soviétique, Catégorie:Page utilisant P106, Catégorie:Page utilisant P1066, Catégorie:Page utilisant P108, Catégorie:Page utilisant P166, Catégorie:Page utilisant P184, Catégorie:Page utilisant P19, Catégorie:Page utilisant P20, Catégorie:Page utilisant P22, Catégorie:Page utilisant P25, Catégorie:Page utilisant P27, Catégorie:Page utilisant P463, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Page utilisant P69, Catégorie:Page utilisant des données de Wikidata à traduire de l'anglais, Catégorie:Portail:Asie/Articles liés, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Langues/Articles liés, Catégorie:Portail:Linguistique/Articles liés, Catégorie:Portail:Monde chinois/Articles liés, Catégorie:Portail:Mongolie/Articles liés, Catégorie:Portail:Russie/Articles liés, Catégorie:Portail:République populaire de Chine/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Portail:URSS/Articles liés, Catégorie:Portail:XXe siècle/Articles liés, Catégorie:Portail:Époque contemporaine/Articles liés, Catégorie:Titulaire de la médaille « Pour le Travail Vaillant dans la Grande Guerre patriotique 1941-1945 », Catégorie:Wikipédia:Article biographique, Catégorie:Wikipédia:ébauche Chine, Catégorie:Wikipédia:ébauche Mongolie, Catégorie:Wikipédia:ébauche Russie, Catégorie:Wikipédia:ébauche URSS, Catégorie:Wikipédia:ébauche linguistique, Catégorie:Étudiant de l'université d'État de Saint-Pétersbourg"
161,Jia Chong,"À un certain moment, lorsque l'empereur Wu tomba malade, tous espérèrent que ce soit Sima You qui hérite du trône.",fr.wikipedia.org/wiki/Jia_Chong,"Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte personnalité politique, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Biographie, Catégorie:Décès en 282, Catégorie:Héros des Trois Royaumes, Catégorie:Naissance en 217, Catégorie:Page utilisant P106, Catégorie:Page utilisant P1782, Catégorie:Page utilisant P19, Catégorie:Page utilisant P20, Catégorie:Page utilisant P22, Catégorie:Page utilisant P26, Catégorie:Page utilisant P40, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Page utilisant des données de Wikidata à traduire de l'anglais, Catégorie:Personnalité chinoise du IIIe siècle, Catégorie:Portail:Asie/Articles liés, Catégorie:Portail:Biographie/Articles liés/Politique, Catégorie:Portail:Monde chinois/Articles liés, Catégorie:Wikipédia:Article biographique, Catégorie:Wikipédia:ébauche Chine, Catégorie:Wikipédia:ébauche histoire"
163,Violence structurelle,"Le terme désigne une forme de violence provoquée par les structures ou institutions d'une société donnée, qui empêche les individus de se réaliser.",fr.wikipedia.org/wiki/Violence_structurelle,"Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Portail:Sociologie/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Violence, Catégorie:Wikipédia:ébauche politique"
164,Traité des trois imposteurs,"Bien qu’une des versions porte la date de 1598, le premier Traité des trois imposteurs pourrait n’être apparu qu’au XVIIIe siècle.",fr.wikipedia.org/wiki/Trait%C3%A9_des_trois_imposteurs,"Catégorie:Anthropologie des religions, Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Controverse en littérature, Catégorie:Critique des croyances, Catégorie:Critique du judaïsme, Catégorie:Livre ayant trait à la religion, Catégorie:Livre critique de l'islam, Catégorie:Livre critique du christianisme, Catégorie:Livre sur l'athéisme, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes, Catégorie:Page utilisant P3219, Catégorie:Page utilisant P3365, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Portail:Athéisme/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Lumières/Articles liés, Catégorie:Portail:Religions et croyances/Articles liés, Catégorie:Portail:XVIIIe siècle/Articles liés, Catégorie:Portail:Époque moderne/Articles liés"
