index,title,sentence,simplified,url,categories,simplification_type,avg_rating_original,avg_rating_simplified
169,Voie romaine Bavay-Velzeke,"Une grande partie de la voie antique est toujours praticable et accessible, le plus souvent recouverte d'asphalte.","Une grande partie de l'ancienne route est toujours praticable et accessible, souvent recouverte d'asphalte.",fr.wikipedia.org/wiki/Voie_romaine_Bavay-Velzeke,"Article utilisant une Infobox, Portail:Archéologie/Articles liés, Portail:Belgique/Articles liés, Portail:Europe/Articles liés, Portail:Géographie/Articles liés, Portail:Histoire/Articles liés, Portail:Italie/Articles liés, Portail:Monde antique/Articles liés, Portail:Rome antique/Articles liés, Portail:Route/Articles liés, Portail:Sciences/Articles liés, Portail:Sciences humaines et sociales/Articles liés, Portail:Transports/Articles liés, Portail:Wallonie/Articles liés, Voie romaine en Belgique, Voie romaine en France, Wikipédia:ébauche Belgique, Wikipédia:ébauche Rome antique, Wikipédia:ébauche géographie, Zottegem",Substitution de mots complexes,1.8,2.2
170,Matrilocalité,"En conséquence directe, la propriété est transmise de génération en génération, et dans l'ensemble, reste en grande partie non divisée.",La propriété est donc transmise de génération en génération et reste en grande partie non divisée.,fr.wikipedia.org/wiki/Matrilocalit%C3%A9,"Anthropologie sociale et culturelle, Article avec source à lier, Article à référence nécessaire, Mariage, Matriarcat, Portail:Anthropologie/Articles liés, Portail:Femmes/Articles liés, Portail:Sciences humaines et sociales/Articles liés, Portail:Société/Articles liés, Sociologie de la famille",Omission des mots redondants,2.8,1.6
171,Château de Badia,"Cependant, avec son successeur Ranieri di Toscana (it), la propriété du château fut confirmée aux moines, qui le conservèrent jusqu'au XVe siècle.","Mais, avec son successeur Ranieri di Toscana, la propriété du château resta aux moines, qui le gardèrent jusqu'au 15e siècle.",fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Badia,"Architecture militaire de la province de Sienne, Article contenant un appel à traduction en italien, Article de Wikipédia avec notice d'autorité, Article géolocalisé en Italie, Article utilisant le modèle Dictionnaires inactif, Article utilisant une Infobox, Catégorie Commons avec lien local différent sur Wikidata, Château de la province de Sienne, Page avec coordonnées similaires sur Wikidata, Page avec des cartes, Page utilisant un modèle Bases inactif, Poggibonsi, Portail:Architecture et urbanisme/Articles liés, Portail:Châteaux/Articles liés, Portail:Europe/Articles liés, Portail:Histoire/Articles liés, Portail:Histoire militaire/Articles liés, Portail:Italie/Articles liés, Portail:Toscane/Articles liés, Wikipédia:ébauche Toscane",Substitution de mots complexes,3.25,2.0
172,Siège de Schoonhoven (1304),"Une troupe supplémentaire de Frisons a dû être impliquée, envoyée par Jean Ier, pour pouvoir libérer le vogt de la cité.",Jean Ier a envoyé une troupe supplémentaire de Frisons pour libérer le vogt de la cité.,fr.wikipedia.org/wiki/Si%C3%A8ge_de_Schoonhoven_(1304),"Article géolocalisé aux Pays-Bas, Article utilisant une Infobox, Bataille de 1304, Comté de Hollande, Histoire de la province de Hollande-Méridionale, Page avec des cartes, Page sans coordonnées Wikidata, Portail:Europe/Articles liés, Portail:Histoire/Articles liés, Portail:Histoire militaire/Articles liés, Portail:Moyen Âge/Articles liés, Portail:Moyen Âge tardif/Articles liés, Portail:Pays-Bas/Articles liés, Wikipédia:ébauche Pays-Bas, Wikipédia:ébauche bataille, Wikipédia:ébauche histoire",Formes actives au lieu de passives,4.2,1.6
173,Société à 2000 watts,"À partir d’un certain niveau, plus d’énergie n’implique pas forcément une meilleure qualité de vie.",Plus d’énergie n’implique pas forcément une meilleure qualité de vie.,fr.wikipedia.org/wiki/Soci%C3%A9t%C3%A9_%C3%A0_2000_watts,"Article contenant un lien mort, Portail:Environnement/Articles liés, Portail:Europe/Articles liés, Portail:Suisse/Articles liés, Portail:Technologies/Articles liés, Portail:Énergie/Articles liés, Économie d'énergie, Énergie en Suisse",Élimination des informations non essentielles,3.0,1.6
174,Chlorothalonil-R471811,C'est l'un des résidus de pesticides retrouvés le plus souvent comme contaminant de l'eau destinée à la consommation humaine.,C'est un des pesticides les plus souvent trouvés dans l'eau potable.,fr.wikipedia.org/wiki/Chlorothalonil-R471811,"Article avec modèle CAS à vérifier, Article utilisant une Infobox, CAS manquant, Chimiebox à maintenir, Pesticide, Pollution du sol, Portail:Agriculture et agronomie/Articles liés, Portail:Biologie/Articles liés, Portail:Botanique/Articles liés, Portail:Chimie/Articles liés, Portail:Mycologie/Articles liés, Portail:Protection des cultures/Articles liés, Portail:Sciences/Articles liés, Projet:Biologie/Pages liées, Sécurité des aliments",Suppression des clauses complexes,2.5,1.25
175,La Rose Blanche (association),"Son nom est une appropriation de celui du groupe antinazi La Rose Blanche, auquel il n'a aucun rapport.","Son nom est une appropriation de celui du groupe antinazi La Rose Blanche, sans rapport avec ce groupe.",fr.wikipedia.org/wiki/La_Rose_Blanche_(association),"Article contenant un appel à traduction en anglais, Article utilisant le modèle Dictionnaires inactif, Association ou organisme lié à la politique, Autocollant, Influenceur numérique sur Telegram, Opposition à la politique anti-Covid-19, Page pointant vers des bases externes, Page pointant vers des bases relatives à la musique, Page utilisant P1728, Page utilisant P1953, Page utilisant P3478, Page utilisant P434, Page utilisant P5882, Page utilisant P856, Page utilisant le modèle Autorité inactif, Pandémie de Covid-19 au Royaume-Uni, Portail:Années 2020/Articles liés, Portail:Associations/Articles liés, Portail:Europe/Articles liés, Portail:Maladie à coronavirus 2019/Articles liés, Portail:Maladies infectieuses/Articles liés, Portail:Médecine/Articles liés, Portail:Politique/Articles liés, Portail:Royaume-Uni/Articles liés, Portail:Société/Articles liés, Wikipédia:ébauche association, Wikipédia:ébauche politique",Propositions positives au lieu de négatives,4.2,2.6
176,Internat (établissement scolaire),La prise en charge est effectuée par des personnels travailleurs sociaux issus de l'éducation spécialisée.,Les personnels travailleurs sociaux issus de l'éducation spécialisée effectuent la prise en charge.,fr.wikipedia.org/wiki/Internat_(%C3%A9tablissement_scolaire),"Article avec une section vide ou incomplète, Article manquant de références/Liste complète, Article manquant de références depuis novembre 2017, Article à référence nécessaire, Habitat humain, Internat, Portail:Société/Articles liés, Portail:Éducation/Articles liés, Wikipédia:ébauche éducation, École",Formes actives au lieu de passives,3.2,2.4
177,Magistrature d'influence,"Dans une moindre mesure, cette fonction s'observe également sous la Ve lors des périodes de cohabitation.",Cette fonction s'observe également sous la Ve lors des périodes de cohabitation.,fr.wikipedia.org/wiki/Magistrature_d%27influence,"Droit public, Portail:Politique/Articles liés, Régime politique, Science politique, Sociologie politique, Wikipédia:ébauche droit, Wikipédia:ébauche politique",Suppression des clauses complexes,1.3333333333333333,1.1666666666666667
178,Prix Makomi,"Trois prix sont proposés : prix de la meilleure nouvelle, prix du meilleur livre,  prix de la meilleure poésie.","Trois prix sont proposés. Il s'agit du prix de la meilleure nouvelle, du prix du meilleur livre et du prix de la meilleure poésie.",fr.wikipedia.org/wiki/Prix_Makomi,"Article utilisant une Infobox, Culture en république démocratique du Congo, Distinction francophone, Littérature africaine, Littérature de langue française, Portail:Afrique/Articles liés, Portail:Culture/Articles liés, Portail:Langue française et francophonie/Articles liés, Portail:Langues/Articles liés, Portail:Littérature/Articles liés, Portail:République démocratique du Congo/Articles liés, Prix littéraire",Réduction de la longueur des phrases,1.4,2.6
179,Vrai Nord,Le vrai Nord est un terme de navigation se référant à la direction du pôle Nord géographique par rapport à la position du navigateur.,Le vrai Nord désigne la direction du pôle Nord géographique par rapport au navigateur.,fr.wikipedia.org/wiki/Vrai_Nord,"Arctique, Article à référence nécessaire, Cartographie, Orientation, Portail:Arctique/Articles liés, Portail:Aéronautique/Articles liés, Portail:Géographie/Articles liés, Portail:Information géographique/Articles liés, Portail:Maritime/Articles liés, Portail:Navire/Articles liés, Portail:Technologies/Articles liés, Portail:Transports/Articles liés, Portail:Voile/Articles liés, Vocabulaire général de la navigation, Vocabulaire maritime, Wikipédia:ébauche géographie",Omission des mots redondants,3.2,1.2
180,Société géographique royale du Canada,"Elle remet aussi quelques prix : la Médaille Massey, la Médaille d'Or, la Médaille Camsell et le Prix canadien de l'innovation environnementale.","Elle remet aussi quelques prix. Il s'agit de la Médaille Massey, la Médaille d'Or, la Médaille Camsell et le Prix canadien de l'innovation environnementale.",fr.wikipedia.org/wiki/Soci%C3%A9t%C3%A9_g%C3%A9ographique_royale_du_Canada,"Article manquant de références/Liste complète, Article manquant de références depuis juin 2020, Article utilisant l'infobox Organisation, Article utilisant une Infobox, Article à illustrer Organisation, Association ou organisme ayant son siège à Ottawa, Géographie du Canada, Institution au Canada, Organisme canadien sous patronage royal, Page géolocalisable sans coordonnées paramétrées, Page utilisant P159, Page utilisant P17, Page utilisant P2813, Page utilisant P31, Page utilisant P571, Page utilisant P856, Portail:Amérique/Articles liés, Portail:Amérique du Nord/Articles liés, Portail:Canada/Articles liés, Portail:Géographie/Articles liés, Société de géographie, Wikipédia:ébauche Canada, Wikipédia:ébauche association, Wikipédia:ébauche géographie",Réduction de la longueur des phrases,2.333333333333333,2.1666666666666665
181,Jessie E. Woods,"Elle marche également sur les ailes d'avions en vol en sautant en parachute ou se balance en dessous, ses genoux tenant une échelle de corde.",Elle marche également sur les ailes d'avions en vol ou se balance en dessous.,fr.wikipedia.org/wiki/Jessie_E._Woods,"Article orphelin/Liste complète, Article orphelin depuis novembre 2022, Article utilisant l'infobox Biographie2, Article utilisant l'infobox Biographie2 avec une charte sans catégorie, Article utilisant une Infobox, Article à illustrer Biographie, Article à référence souhaitée, Décès dans le comté de Barton (Kansas), Décès en mars 2001, Décès à 92 ans, Naissance en janvier 1909, Naissance à Stafford, Page utilisant P106, Page utilisant P119, Page utilisant P166, Page utilisant P27, Page utilisant des données de Wikidata à traduire de l'anglais, Personnalité de l'aéronautique, Personnalité féminine américaine, Pionnière de l'aviation, Portail:Amérique/Articles liés, Portail:Amérique du Nord/Articles liés, Portail:Aéronautique/Articles liés, Portail:Biographie/Articles liés/Entreprises, Portail:Femmes/Articles liés, Portail:Technologies/Articles liés, Portail:Transports/Articles liés, Portail:États-Unis/Articles liés, Wikipédia:Article biographique",Suppression des clauses complexes,4.25,2.25
182,Individu roi,"Devant un risque évident ou potentiel, la perception de ce risque est-elle la même pour tous les individus ?",La perception d'un risque évident ou potentiel est-elle la même pour tous ?,fr.wikipedia.org/wiki/Individu_roi,"Article contenant un appel à traduction en anglais, Concept de psychologie, Parentalité, Portail:Enfance/Articles liés, Portail:Psychologie/Articles liés, Portail:Sciences/Articles liés, Portail:Sciences humaines et sociales/Articles liés, Portail:Société/Articles liés, Portail:Éducation/Articles liés, Psychologie du développement, Wikipédia:ébauche psychologie, Wikipédia:ébauche éducation",Omission des mots redondants,2.0,1.3333333333333333
